weight,year,age,sex,education,race,asset_total,asset_housing,debt_total,debt_housing,income
8768.0725544,2004,53,female,some college,white,245835.46,232736.11,33155.36,33066.33,15673.7
838.63888322,2004,40,male,college degree,white,1881347.11,859724.63,111916.82,111916.82,455843.48
7876.6791183,2004,52,female,no college,black,409323.04,241638.58,191530.37,99199,47021.1
1544.5726714,2004,40,male,some college,white,9798062.89,286150.95,235279.67,170418.79,82286.93
6696.0934985,2004,33,male,college degree,white,165458.84,108101.47,122854.14,90296.52,82940
5067.3029149,2004,51,male,no college,Hispanic,38153.46,38153.46,0,0,10710.36
2869.500583,2004,56,male,no college,white,1777951.24,540507.35,0,0,147594.02
7515.1818845,2004,41,male,college degree,white,820388.42,394252.42,194582.65,190767.3,131920.32
307.25498215,2004,61,male,college degree,white,6628146.25,1017425.6,0,0,1226467.12
1715.6418905,2004,50,male,college degree,white,3283995.48,534148.44,44512.37,44512.37,287351.19
4099.2351721000005,2004,35,male,college degree,other,10301.43,0,2543.56,0,20898.27
5204.7445816,2004,30,male,college degree,Hispanic,296833.92,161516.31,185807.35,161516.31,104491.34
10898.656603,2004,37,male,no college,Hispanic,97863.62,76306.92,1602.45,0,56164.1
5938.9010005,2004,22,female,some college,white,4324.06,0,432.41,0,13061.42
4461.249558,2004,35,male,no college,black,0,0,3179.46,0,28735.12
36.302749121,2004,56,male,college degree,other,6137111.22,896606.31,223833.63,223833.63,2690652.04
3873.3624064,2004,46,male,no college,white,73521.72,0,13989.6,0,47021.1
2924.9280904,2004,34,male,college degree,white,4089033.49,953836.5,662598.42,534148.44,289963.47
5165.3726613,2004,64,male,some college,white,462292.76,228920.76,21620.29,0,36571.97
9527.6211412,2004,51,female,some college,white,606894.37,317945.5,76624.87,63589.1,0
3563.0120857,2004,49,female,no college,white,23973.09,0,20348.51,0,56164.1
9022.6034212,2004,88,female,college degree,white,346814.95,89024.74,63589.1,63589.1,36571.97
8372.1794621,2004,74,male,no college,white,463946.07,241638.58,0,0,105797.48
5952.7313762,2004,31,male,no college,Hispanic,13862.42,0,0,0,11755.28
10343.564919,2004,24,male,no college,white,216838.83,165331.66,180338.69,160244.53,74450.08
8175.3831366,2004,20,female,no college,white,7134.7,0,4324.06,0,11755.28
9102.5665577,2004,50,male,college degree,white,873714.23,267074.22,13989.6,0,113634.33
5964.0933538,2004,31,female,some college,white,3179.46,0,2543.56,0,22204.41
214.94465032,2004,63,male,college degree,white,64306385.08,6129989.24,86481.18,0,3134740.24
5670.3460893,2004,66,male,no college,white,510353.4,445123.7,81394.05,61045.54,41796.54
4921.9988189,2004,45,female,no college,white,2543.56,0,559.58,0,1828.6
6191.4934897,2004,56,male,some college,black,49345.14,0,48582.07,0,101879.06
11712.170809,2004,72,male,some college,white,396032.92,146254.93,132265.33,117003.94,63060.52
6673.9093119,2004,27,male,college degree,white,183009.43,165331.66,202594.87,161516.31,87511.5
5687.2617022,2004,37,female,no college,white,19089.45,0,17804.95,0,37878.11
6124.4120467,2004,30,male,no college,other,396338.14,349740.05,48327.72,48327.72,57470.24
7044.2824947,2004,43,male,no college,white,1031160.85,480733.6,155157.4,155157.4,74450.08
10499.699339,2004,62,female,no college,black,107338.4,0,483.28,0,46368.03
6243.6879471,2004,59,male,no college,white,138560.65,95383.65,28106.38,0,57470.24
2312.3749921,2004,51,male,college degree,white,7891928.75,890247.4,356098.96,356098.96,347433.71
7281.7657823,2004,32,male,no college,Hispanic,22510.54,0,1844.08,0,58776.38
6673.9093119,2004,33,male,no college,white,258298.92,190767.3,174742.85,158972.75,116246.62
8004.1392722,2004,36,male,no college,white,176523.34,139896.02,107847.11,104286.12,71837.8
8055.6591648,2004,56,female,no college,white,110646.31,108101.47,0,0,14367.56
8663.8831983,2004,46,male,some college,black,298614.41,273433.13,254610.76,254356.4,54857.95
7717.474865,2004,57,male,some college,white,304591.79,188223.74,77578.7,54686.63,113634.33
8560.1077669,2004,39,male,no college,white,426174.15,324304.41,296579.56,274704.91,57470.24
43.328344487,2004,62,male,college degree,white,18690362.64,2047569.02,1650773.04,497266.76,9247483.7
9635.0585381,2004,62,female,no college,white,0,0,0,0,6530.71
7637.3803649,2004,19,male,no college,white,81139.69,50871.28,6231.73,0,39184.25
5130.7940748,2004,42,female,some college,white,7630.69,0,0,0,7575.62
8362.9671333,2004,52,male,no college,white,845099.14,635891,215312.69,203485.12,261228.35
6543.1948845,2004,31,male,some college,black,21633.01,0,10721.12,0,19592.13
281.18132146,2004,67,male,college degree,white,28065685.19,953836.5,0,0,1268263.65
6116.7763076,2004,49,male,no college,other,5951.94,0,2797.92,0,44408.82
8102.0356168,2004,73,male,some college,white,157383.02,89024.74,0,0,26775.91
7487.6894297,2004,65,female,no college,Hispanic,4832.77,0,0,0,9404.22
26.448688377,2004,62,male,college degree,white,46844818.21,2543564,197126.21,197126.21,3918425.3
7374.4813941,2004,57,male,no college,white,58908.94,0,16533.17,0,35265.83
8458.7864628,2004,80,male,no college,white,211115.81,178049.48,9284.01,0,31347.4
4721.8627189,2004,44,male,no college,white,254.36,0,12717.82,0,12538.96
8738.5368441,2004,76,male,no college,white,498538.54,254356.4,0,0,65307.09
18.875803892,2004,48,male,college degree,white,28002096.09,890247.4,0,0,6530708.83
3913.8860651,2004,49,male,no college,white,100597.96,0,17741.36,0,92736.07
10060.14935,2004,23,male,no college,white,252067.19,222561.85,197406,197126.21,91429.92
5274.893143,2004,40,male,some college,other,9029.65,0,4069.7,0,60082.52
7048.240502,2004,29,male,no college,Hispanic,2162.03,0,0,0,24816.69
33.443685091,2004,57,male,college degree,white,33356298.31,2200182.86,0,0,29061654.3
8874.2396568,2004,42,male,some college,white,380822.4,305227.68,296579.56,250541.05,101879.06
4232.9783329,2004,40,male,no college,black,2543.56,0,0,0,13061.42
6346.6536181,2004,49,male,no college,white,41014.97,22892.08,21620.29,5087.13,41796.54
6997.3298416,2004,74,male,no college,white,389127.14,381534.6,0,0,14367.56
26.717572669,2004,74,male,college degree,white,43781095.37,1907673,0,0,2145990.92
5083.1814929,2004,57,female,some college,white,261732.74,254356.4,29886.88,0,3004.13
5693.2777824,2004,49,male,college degree,white,1424014.31,890247.4,700751.88,657511.29,275595.91
6425.7359031,2004,56,male,some college,white,324304.41,267074.22,125906.42,125906.42,39184.25
10435.869444,2004,74,female,some college,white,127114.61,123362.85,1462.55,0,15673.7
3967.2825338,2004,48,male,some college,black,26007.94,0,10021.64,0,80980.79
2297.0539044,2004,37,male,college degree,white,3863673.72,2034851.2,134808.89,89024.74,532905.84
379.46845776,2004,42,male,college degree,white,796262.71,540507.35,456824.09,372632.13,241636.23
8610.3994874,2004,47,male,some college,white,84573.5,38153.46,508.71,0,82286.93
1496.5985244,2004,37,male,college degree,white,2184412.76,699480.1,445123.7,429862.32,262534.49
6941.3538199,2004,57,female,college degree,white,833017.21,426046.97,2416.39,2416.39,94042.21
11323.478904,2004,75,male,no college,white,20857.22,7630.69,3560.99,0,24816.69
8026.6027936,2004,30,female,college degree,other,314384.51,275976.69,139896.02,139896.02,133226.46
5710.4467324,2004,22,male,no college,white,1300651.45,0,25435.64,0,58776.38
7413.9736716,2004,34,male,no college,white,101743.83,95383.65,89024.74,89024.74,19592.13
269.12275922,2004,52,male,some college,white,27924517.39,4451237,991989.96,763069.2,1567370.12
5802.5219778,2004,40,male,some college,Hispanic,72084.6,0,16660.34,0,39184.25
21.620968351,2004,63,male,no college,white,11926390.07,1017425.6,1526138.4,0,27428.98
8746.9440462,2004,66,male,no college,white,304083.08,190767.3,5468.66,0,22204.41
7501.5850046,2004,27,male,college degree,other,78850.48,0,0,0,104491.34
13246.483182,2004,52,male,college degree,white,1546486.91,190767.3,25435.64,25435.64,164573.86
6397.3806893,2004,64,female,some college,white,143457.01,119547.51,119509.35,105557.91,50939.53
6555.9250759,2004,26,male,no college,Hispanic,25690,0,5468.66,0,41796.54
7205.7953738,2004,47,male,college degree,white,433105.36,241638.58,81394.05,81394.05,45714.96
1677.8636184,2004,40,male,college degree,white,2947354.79,635891,1093732.52,356098.96,619111.2
6055.4351297,2004,63,female,some college,black,15262.66,0,1398.96,0,27428.98
411.38028879,2004,52,male,college degree,white,18467546.43,1653316.6,718048.12,597737.54,2481669.36
19.850745174,2004,53,male,college degree,white,90996002.15,6269885.26,0,0,8150324.62
7657.9183539,2004,36,male,no college,white,249205.68,101742.56,48836.43,0,101879.06
1302.288793,2004,62,male,college degree,white,3126040.16,1398960.2,858452.85,623173.18,300412.61
4227.1249972,2004,63,male,some college,Hispanic,905890.32,127178.2,376689.11,0,80980.79
6358.2623433,2004,57,female,no college,white,3573.71,0,0,0,12669.58
12105.377758,2004,42,male,some college,white,453326.69,267074.22,27406.9,0,130614.18
7657.9046115,2004,25,male,no college,white,321888.02,279792.04,201323.09,137352.46,67919.37
9243.5570038,2004,40,male,college degree,white,453899,292509.86,237187.34,225105.41,156737.01
8028.4194661,2004,78,female,some college,white,989192.04,572301.9,0,0,77062.36
7157.6835322,2004,43,male,college degree,black,681420.8,572301.9,289966.3,255628.18,156737.01
9956.2805856,2004,78,female,college degree,white,245008.8,190767.3,3942.52,0,43755.75
3764.652626,2004,47,male,some college,white,1526.14,0,0,0,12930.8
9527.6211412,2004,46,male,no college,white,692612.48,203485.12,0,0,131920.32
3263.3597724,2004,61,male,college degree,white,2685405.85,890247.4,216202.94,216202.94,466292.61
702.67181159,2004,46,male,college degree,white,2174111.33,1398960.2,1074655.79,1074655.79,568171.67
321.20552584,2004,49,male,college degree,white,19498961.63,10174256.01,1716905.7,1182757.26,1384510.27
30.973587468,2004,56,male,some college,white,15126575.12,1122983.51,0,0,334215.56
850.62460926,2004,50,male,no college,white,838231.52,222561.85,476918.25,207300.47,172410.71
11227.495134,2004,54,female,some college,other,185934.53,95383.65,120692.11,95383.65,53551.81
5787.014509,2004,43,female,some college,white,27979.2,0,22599.57,0,69225.51
1976.0460225,2004,41,male,no college,white,1891508.65,890247.4,596465.76,454026.17,201145.83
8261.7086618,2004,49,male,no college,black,16278.81,7630.69,953.84,953.84,8751.15
5933.6122714,2004,33,female,some college,white,4325.33,0,15261.38,0,47021.1
5396.1189208,2004,59,male,some college,white,450910.31,0,26071.53,0,91429.92
232.05887931,2004,50,male,college degree,white,8023672.64,3179455,623173.18,623173.18,660907.73
7633.2238991,2004,78,male,no college,white,1526.14,0,0,0,14367.56
294.07824158,2004,90,male,college degree,white,7518012.12,1208192.9,241638.58,0,150206.3
6183.3171684,2004,30,male,some college,black,14256.68,0,11446.04,0,39184.25
2.9900010571,2004,61,male,college degree,black,292998224.45,1348088.92,0,0,22139102.94
7021.3253538,2004,32,male,college degree,Hispanic,71856.95,38153.46,0,0,48327.25
7197.7276917,2004,40,male,some college,white,592396.06,508712.8,234821.83,203485.12,131920.32
2530.6041715,2004,60,female,college degree,white,453390.28,254356.4,10174.26,10174.26,92736.07
5806.3638014,2004,34,male,no college,white,17296.24,0,3878.94,0,31347.4
11184.975485,2004,80,female,no college,white,1907.67,0,0,0,11755.28
7744.2107037,2004,58,male,some college,white,3064.99,0,0,0,9142.99
6666.0905256,2004,47,male,college degree,other,824241.91,699480.1,0,0,111022.05
28.051123467,2004,60,male,some college,white,71200460.95,3484682.68,1198018.64,0,14707156.29
1722.4901273,2004,43,male,no college,white,1607112.76,178049.48,941118.68,142439.58,41796.54
328.46547924,2004,63,male,college degree,white,8080902.83,1271782,279792.04,254356.4,438863.63
7698.7304666,2004,44,male,college degree,white,277095.86,106829.69,82920.19,76306.92,80980.79
6589.9595444,2004,59,female,some college,white,428463.36,155157.4,116495.23,97927.21,7183.78
30.772682504,2004,53,male,college degree,white,31798619.72,1059394.41,59773.75,0,12369162.52
5174.276692,2004,37,female,some college,white,297444.37,139896.02,154521.51,100470.78,117552.76
2127.6955954,2004,44,male,college degree,white,3005729.58,763069.2,311586.59,186951.95,370944.26
6788.9415809,2004,72,male,no college,white,220145.46,158972.75,24799.75,0,32653.54
6939.7555556,2004,32,male,some college,black,220527,152613.84,178685.37,114460.38,70531.66
5284.7602877,2004,60,male,no college,white,1260971.85,228920.76,73318.23,69948.01,188084.41
27.960899426,2004,81,male,some college,white,39231536.91,274704.91,8175014.7,0,2089826.83
1351.508339,2004,30,male,college degree,white,3253218.36,953836.5,691849.41,605368.23,353964.42
6758.3530223,2004,47,male,no college,white,117895.46,63589.1,19076.73,0,26122.84
5862.662936,2004,29,male,college degree,other,524228.54,406970.24,340837.58,324304.41,124083.47
4363.7532644,2004,56,male,no college,white,122472.61,89024.74,4578.42,0,30041.26
5800.4650289,2004,31,male,no college,white,43876.48,0,18313.66,0,84899.21
2312.3749921,2004,52,male,college degree,white,5631450.7,1271782,139.9,0,484578.6
7980.8540562,2004,33,male,no college,white,75709.18,6358.91,0,0,58776.38
2728.4070885,2004,37,male,some college,Hispanic,1735473.72,788504.84,616814.27,273433.13,120165.04
9204.4582757,2004,67,male,no college,Hispanic,254.36,0,0,0,28735.12
6279.5909917,2004,50,male,college degree,white,322460.33,152613.84,12590.64,0,129308.03
4133.0273525,2004,39,female,no college,other,2670.74,0,7121.98,0,26122.84
25.272604538,2004,65,male,some college,white,25904927.57,1780494.8,0,0,4375574.92
4866.1776103,2004,39,male,no college,black,46547.22,0,0,0,66613.23
8693.605863,2004,71,male,no college,white,322066.07,117003.94,9792.72,0,44408.82
8610.2718889,2004,70,male,college degree,white,581204.37,165331.66,160358.99,139896.02,112328.19
665.41626478,2004,60,male,no college,white,1378802.46,470559.34,243291.9,235279.67,78368.51
3201.4361749,2004,57,male,college degree,white,1681168.63,317945.5,264149.12,236551.45,112328.19
12749.079517,2004,84,male,no college,white,219674.9,101742.56,0,0,31347.4
33.443685091,2004,71,male,some college,white,36196823.41,2543564,63589.1,0,1306141.77
7696.0233301,2004,37,female,some college,Hispanic,6740.44,0,15770.1,0,33959.69
5792.7631485,2004,30,female,no college,Hispanic,0,0,0,0,19592.13
3599.1817976,2004,39,male,no college,black,127.18,0,0,0,43102.68
950.1617103,2004,40,male,some college,white,9053307.35,953836.5,181228.94,120819.29,1893905.56
2188.6743926,2004,67,male,college degree,white,2270512.41,602824.67,171690.57,152613.84,272983.63
18.907040473,2004,57,male,college degree,white,44790000.04,1907673,635.89,0,3604951.27
1340.4205423,2004,62,male,college degree,white,6492510.7,2034851.2,1081014.7,1081014.7,126695.75
11614.438465,2004,75,female,no college,white,121073.65,114460.38,0,0,14367.56
1240.1946622,2004,67,male,no college,white,3334612.41,731274.65,86481.18,75035.14,182859.85
7173.6467337,2004,67,male,college degree,white,784689.49,279792.04,0,0,87511.5
10095.031201,2004,90,male,no college,white,461784.04,445123.7,0,0,2612.28
6448.6874355,2004,26,male,no college,Hispanic,2543.56,0,0,0,32653.54
25.100755884,2004,67,male,college degree,white,59459267.78,10174256.01,0,0,1998396.9
6683.2955905,2004,65,male,some college,white,594685.26,165331.66,183136.61,44512.37,58776.38
414.12414842,2004,50,male,college degree,white,8672128.85,1526138.4,953836.5,953836.5,1828598.47
5151.2953198,2004,65,female,some college,white,1133157.76,244182.14,0,0,41796.54
7277.3220156,2004,38,male,some college,white,396223.68,305227.68,231845.86,213659.38,82286.93
515.25730574,2004,55,male,college degree,white,2727463.68,368816.78,723008.07,216202.94,655683.17
6696.3655346,2004,28,female,some college,white,2162.03,0,0,0,1306.14
8399.9955224,2004,46,male,college degree,white,880709.04,381534.6,189622.7,178049.48,182859.85
373.26627348,2004,56,male,college degree,white,4352228.77,1028871.64,508712.8,508712.8,553804.11
6602.1863124,2004,25,male,college degree,white,115350.63,0,0,0,101879.06
3271.6548712,2004,85,male,college degree,white,2276871.32,190767.3,0,0,144981.74
9890.7269493,2004,77,female,some college,black,38789.35,38153.46,1907.67,0,18285.98
9527.6211412,2004,37,male,college degree,white,753187.45,597737.54,450528.77,419688.06,159349.3
5251.5408648,2004,29,male,some college,white,16596.76,0,2034.85,0,50939.53
6464.1209856,2004,36,male,college degree,white,431134.1,282335.6,307771.24,254356.4,124083.47
11549.351297,2004,47,female,no college,white,119459.76,108101.47,32188.8,15261.38,27428.98
564.65760415,2004,59,male,college degree,white,1293275.12,640978.13,309043.03,283607.39,139757.17
332.74135987,2004,55,male,college degree,white,7911883,2543564,610455.36,610455.36,1502063.03
1348.4757156,2004,42,male,college degree,white,19569799.89,3815346,2308284.33,731274.65,2899634.72
6031.894879,2004,52,male,no college,white,621545.3,254356.4,132392.51,95383.65,24816.69
207.87993989,2004,60,male,some college,white,388402.22,330663.32,298487.24,259443.53,130614.18
8362.9671333,2004,46,male,some college,white,642885.8,413329.15,172326.46,161516.31,130614.18
7299.5964688,2004,26,male,some college,white,193946.76,150070.28,125779.24,108101.47,67919.37
202.98367844,2004,88,male,college degree,white,7434583.22,947477.59,0,0,301718.75
20.740195946,2004,65,male,college degree,white,91214748.66,11064503.41,0,0,10736485.32
20.740195946,2004,44,male,college degree,white,157725767.84,31807267.84,4781900.32,0,1462878.78
8372.1794621,2004,73,male,college degree,white,269414.3,158972.75,11827.57,11827.57,148900.16
6790.9783722,2004,36,male,no college,Hispanic,4756.46,0,0,0,24816.69
8139.7038716,2004,39,male,college degree,white,826022.41,699480.1,489636.07,459113.3,161961.58
7214.2666206,2004,33,male,college degree,white,76179.74,0,3815.35,0,39184.25
7585.1438741,2004,44,female,college degree,white,181864.83,114460.38,94747.76,69948.01,40490.39
6037.6421154,2004,36,male,college degree,Hispanic,219891.11,83937.61,146509.29,78850.48,61388.66
6515.1894243,2004,37,male,some college,other,436475.58,176777.7,170418.79,133537.11,169798.43
2091.7192263,2004,43,male,no college,white,1489892.61,0,190385.77,0,130614.18
20.740195946,2004,43,male,college degree,white,142249834.21,0,1120439.94,0,14694094.87
1907.8351366,2004,55,male,college degree,white,1982199.43,254356.4,176777.7,176777.7,158043.15
18.875803892,2004,51,male,college degree,white,25893227.18,2594435.28,546866.26,38153.46,3931486.72
5508.4530816,2004,28,female,no college,white,0,0,0,0,1959.21
331.00675488,2004,67,male,no college,white,261987.09,216202.94,0,0,60082.52
5450.7626712,2004,66,male,no college,white,15515.74,12717.82,0,0,16979.84
5031.6897547,2004,34,female,some college,black,2417.66,0,12717.82,0,20898.27
5788.9089054,2004,43,female,no college,white,5850.2,0,7172.85,0,37878.11
6523.7177264,2004,50,male,college degree,white,635891,445123.7,240621.15,161516.31,117552.76
3335.2924082,2004,71,male,college degree,white,1542035.68,0,0,0,88817.64
1653.018363,2004,73,female,college degree,white,9883742.84,1271782,0,0,207676.54
7183.3499171,2004,60,male,no college,white,48836.43,22892.08,1144.6,0,39184.25
5870.7739893,2004,34,male,no college,white,4959.95,0,41282.04,0,31347.4
3952.679729,2004,37,female,some college,black,0,0,750.35,0,36571.97
1095.786519,2004,56,male,college degree,white,9919.9,0,8012.23,0,26122.84
10346.568083,2004,34,male,college degree,white,439527.86,278520.26,292509.86,254356.4,111022.05
13246.483182,2004,60,male,college degree,white,1663490.86,540507.35,0,0,152818.59
2012.6233032,2004,53,male,college degree,white,3635007.31,572301.9,432405.88,241638.58,299106.46
6167.454815,2004,28,male,no college,Hispanic,3052.28,0,0,0,5224.57
5619.1112606,2004,62,female,some college,white,1106704.7,254356.4,95383.65,95383.65,94042.21
727.90122588,2004,56,male,college degree,white,1085974.65,292509.86,329137.18,120819.29,295188.04
6481.5295242,2004,45,male,some college,white,843954.54,286150.95,237823.23,227648.98,80980.79
5173.7469164,2004,73,female,no college,white,0,0,0,0,10449.13
4784.8214157,2004,50,male,no college,white,846116.57,115732.16,41968.81,41968.81,248166.94
3758.7558784,2004,40,male,college degree,white,1888596.27,890247.4,386876.08,353555.4,261228.35
14.943830462,2004,56,male,college degree,Hispanic,37523927.93,5087128,1787629.5,826658.3,519844.42
7135.9648986,2004,24,male,college degree,other,20984.4,0,41460.09,0,19592.13
5298.0338084000005,2004,26,female,college degree,Hispanic,11827.57,0,51634.35,0,19592.13
39.804757227,2004,33,male,college degree,white,139274156.83,1742341.34,717285.05,717285.05,2912696.14
1216.8775499,2004,77,male,college degree,white,1104415.49,228920.76,0,0,70531.66
6220.9594143,2004,62,male,college degree,black,1266949.23,508712.8,239095.02,222561.85,163267.72
13246.483182,2004,38,male,some college,white,2305687.35,0,5341.48,0,78368.51
7296.9310694,2004,26,male,no college,white,56022,0,3815.35,0,10710.36
19.741578808,2004,49,male,college degree,white,15025468.45,2543564,572301.9,572301.9,6596015.92
1348.4757156,2004,39,male,some college,white,23471868.71,890247.4,848278.59,737633.56,350045.99
2297.0539044,2004,50,male,some college,white,11377298.19,381534.6,29250.99,0,71837.8
5767.1725536,2004,67,male,no college,white,1132776.23,1017425.6,12717.82,12717.82,50939.53
6155.1165324,2004,32,male,college degree,white,788377.66,674044.46,366654.75,343381.14,141063.31
6492.3248034,2004,52,male,college degree,white,519650.13,190767.3,175505.92,150070.28,144981.74
9527.6211412,2004,24,male,some college,white,609565.11,520158.84,470940.87,426046.97,169798.43
6081.5207026,2004,38,male,no college,white,649244.71,190767.3,192039.08,150070.28,178941.42
6994.6695116,2004,73,female,no college,white,115541.39,0,0,0,15673.7
5557.7115145,2004,42,male,college degree,white,55322.52,0,6269.89,0,65307.09
7528.1190448,2004,49,female,some college,black,301132.54,203485.12,73458.13,72491.57,36571.97
5919.9261075,2004,42,male,no college,Hispanic,0,0,6358.91,0,0
6000.9375169,2004,33,male,no college,Hispanic,342745.25,330663.32,242325.34,241638.58,33959.69
7876.895792,2004,64,female,no college,white,2670.74,0,0,0,13061.42
6181.4499669,2004,49,male,college degree,white,986902.83,139896.02,38153.46,38153.46,100572.92
6001.7552408,2004,45,male,some college,white,1093923.29,966554.32,304668.1,286150.95,116246.62
7080.9954286,2004,39,male,no college,white,207338.62,152613.84,95727.03,69948.01,52245.67
5684.7573657,2004,45,male,some college,Hispanic,597483.18,329391.54,188223.74,188223.74,84899.21
6364.5317347,2004,26,male,no college,Hispanic,7630.69,0,0,0,58776.38
5896.8825754,2004,53,female,some college,black,2543.56,0,0,0,14367.56
312.94385783,2004,70,male,college degree,white,5129859.88,635891,0,0,1724107.13
5331.7729941,2004,63,male,no college,white,206537.4,66132.66,51100.2,16533.17,69225.51
11489.064939,2004,84,male,college degree,other,382005.16,381534.6,158972.75,158972.75,13061.42
5776.5967787,2004,38,male,some college,white,196235.96,165331.66,168129.58,101742.56,61388.66
6525.8136474,2004,53,female,no college,black,117538.09,95383.65,61147.28,50871.28,22204.41
6900.7074671,2004,32,male,no college,white,362457.87,188223.74,165458.84,136970.92,129308.03
3940.5061127,2004,36,male,no college,white,2543.56,0,4959.95,0,6530.71
5579.3371335,2004,55,female,no college,white,264403.48,99199,87053.48,86481.18,37878.11
3393.8029965,2004,44,female,no college,black,0,0,0,0,33959.69
702.67181159,2004,58,male,college degree,white,2141820.79,763069.2,0,0,280820.48
7275.7662911,2004,22,male,no college,white,4959.95,0,59850.06,0,23510.55
6718.7591098,2004,42,male,some college,white,302843.09,228920.76,118784.44,118784.44,69225.51
5628.0414629,2004,28,female,no college,Hispanic,10174.26,0,0,0,19592.13
5387.4791317,2004,37,male,no college,white,121836.72,0,45275.44,0,143675.59
1155.0580637,2004,62,male,college degree,white,8494231.98,1653316.6,292509.86,292509.86,404903.95
1057.0398255,2004,50,male,college degree,white,21323078.56,3115865.9,1083558.26,965282.54,573396.24
7259.9022259,2004,72,female,college degree,white,559202.55,178049.48,120819.29,120819.29,47674.17
4386.8538988,2004,26,female,some college,black,10555.79,0,317.95,0,27428.98
5875.662462,2004,40,female,college degree,white,15553.89,0,9284.01,0,65307.09
4642.0534112,2004,44,female,no college,black,21620.29,0,0,0,16979.84
7359.5852846,2004,45,female,no college,white,172708,161516.31,78214.59,73763.36,32653.54
16.511059011,2004,45,male,college degree,white,52293768.2,4540261.74,2708895.66,0,4506189.09
8708.598857,2004,22,male,no college,white,18186.48,0,20984.4,0,31347.4
8219.3756624,2004,61,male,college degree,white,546370.27,381534.6,0,0,152818.59
5938.9010005,2004,20,male,some college,white,127.18,0,12717.82,0,1436.76
5179.1864979,2004,53,male,college degree,white,91555.59,0,0,0,22204.41
10602.782177,2004,66,male,no college,white,31540.19,0,2925.1,0,39184.25
782.65890946,2004,47,male,some college,white,18286953.39,890247.4,239095.02,178049.48,320004.73
1653.018363,2004,71,female,some college,white,15283894.55,1271782,254356.4,254356.4,423189.93
4395.9874126,2004,49,male,some college,white,70583.9,0,16787.52,0,147594.02
3166.0589245,2004,56,male,college degree,white,4395660.13,0,890247.4,0,1195119.72
8554.6286057,2004,67,male,no college,white,1100345.79,189495.52,38153.46,38153.46,67919.37
1268.0132341,2004,66,male,college degree,white,3086207.95,635891,495994.98,495994.98,428414.5
9097.4584904,2004,76,male,no college,white,181686.78,152613.84,8393.76,0,37878.11
4951.2204127,2004,36,male,no college,black,67747.83,0,41078.56,0,52245.67
5163.6629715,2004,64,female,no college,black,2162.03,0,0,0,9926.68
4093.6175274,2004,47,male,college degree,white,9156.83,0,6358.91,0,130614.18
5600.6940841,2004,56,male,some college,white,614270.71,127178.2,165331.66,76306.92,62694.8
7363.2876566,2004,46,male,some college,white,1345545.36,162788.1,123362.85,106829.69,88817.64
3493.8082525,2004,45,male,some college,black,13353.71,0,0,0,45714.96
3643.9333269,2004,34,male,college degree,white,3077954.08,1208192.9,696300.65,616814.27,621723.48
4455.7562332,2004,52,male,college degree,white,122676.09,0,7121.98,0,91429.92
1642.0659702,2004,64,male,college degree,white,7382694.51,1271782,12717.82,0,510701.43
21.055531765,2004,63,male,college degree,white,44487061.56,381534.6,0,0,1959212.65
2.8478563654,2004,79,male,college degree,white,23525423.45,4158727.14,63589.1,0,12081811.34
8243.5777404,2004,52,female,no college,Hispanic,159863,152613.84,132265.33,124634.64,20898.27
29.356508234,2004,55,male,some college,white,106692208.43,7605256.36,3421093.58,1730895.3,8254815.96
321.20552584,2004,64,male,college degree,white,24964788.16,2543564,1354447.83,209844.03,1129812.63
1473.5958754,2004,46,male,some college,white,11781406.92,445123.7,635.89,0,74450.08
7344.4763377,2004,25,female,college degree,white,245581.1,198397.99,184789.92,180593.04,45714.96
5106.9785182,2004,56,female,no college,other,182119.18,0,0,0,26122.84
108.57084192,2004,41,male,college degree,white,7249030.23,4845489.42,3077712.44,2747049.12,185472.13
6046.0000533,2004,61,male,no college,other,65306.01,6358.91,5812.04,0,49633.39
257.66427198,2004,44,male,some college,white,5546114.13,2384591.25,1481626.03,1430754.75,5093.95
19.600095408,2004,46,male,no college,white,18759611.17,1271782,1815468.81,400611.33,1959212.65
8191.5555135,2004,23,male,no college,Hispanic,501463.64,432405.88,413329.15,413329.15,101879.06
5778.1966282,2004,67,male,college degree,white,651152.38,254356.4,0,0,65307.09
7052.664603,2004,36,male,college degree,white,492306.81,165331.66,99199,99199,78368.51
7134.1114855,2004,64,male,college degree,other,1271.78,0,0,0,6008.25
6671.3849026,2004,54,male,some college,white,153758.44,114460.38,22256.19,6358.91,111022.05
26.124380804,2004,62,male,college degree,white,15078374.58,825386.52,50871.28,0,2037581.16
6766.9587445,2004,68,female,no college,white,188732.45,139896.02,69948.01,69948.01,26122.84
17.936831126,2004,57,male,no college,white,25583166.73,5723019,0,0,1306141.77
7530.295149,2004,38,male,no college,white,184433.83,158972.75,137733.99,124634.64,52245.67
988.3731225,2004,76,male,college degree,white,2568503.65,1271782,12717.82,0,222044.1
7013.6261665,2004,69,male,no college,white,266819.86,190767.3,0,0,28735.12
5307.5575247,2004,39,male,no college,Hispanic,8775.3,0,0,0,36571.97
11624.674891999999,2004,76,female,no college,black,178570.91,165331.66,788.5,0,15673.7
317.71772732,2004,79,male,college degree,white,331426.39,171690.57,90932.41,0,148900.16
4851.1617777,2004,80,female,college degree,white,1752006.88,582476.16,0,0,928666.8
